学科门类,专业类,专业名称,核心技能
农学,草学类,草坪科学与工程,草坪种植、草坪养护、草坪设计、草坪施工、草坪软件应用（CAD）
医学,基础医学类,基础医学,医学实验设计、人体解剖、生理生化分析、医学数据分析、基础医学软件应用（ImageJ）
医学,基础医学类,生物医学,生物医学实验、分子生物学技术、数据分析、生物医学软件应用、生物医学研发
医学,基础医学类,生物医学科学,医学科研设计、生物医学分析、数据处理、科研软件应用、生物医学创新
医学,临床医学类,临床医学,临床诊断、治疗技术、手术操作、病历书写、临床软件应用（电子病历系统）
医学,临床医学类,麻醉学,麻醉操作、麻醉监测、疼痛治疗、麻醉软件应用、麻醉应急处置
医学,临床医学类,医学影像学,影像检查、影像诊断、影像设备操作、影像报告撰写、影像软件应用（PACS）
医学,临床医学类,眼视光医学,视力检测、屈光矫正、眼病诊断、视功能训练、眼视光软件应用
医学,临床医学类,精神医学,精神疾病诊断、治疗、心理干预、病历书写、精神医学软件应用
医学,临床医学类,放射医学,放射检查、放射治疗、辐射防护、放射报告撰写、放射软件应用
医学,临床医学类,儿科学,儿科诊断、治疗、儿童保健、病历书写、儿科软件应用
医学,口腔医学类,口腔医学,口腔诊断、口腔治疗、手术操作、病历书写、口腔软件应用（CAD/CAM）
医学,公共卫生与预防医学类,预防医学,公共卫生监测、流行病学调查、疫苗接种、卫生评估、预防医学软件应用（EpiData）
医学,公共卫生与预防医学类,食品卫生与营养学,营养分析、食品卫生检测、营养配餐、健康管理、营养软件应用
医学,公共卫生与预防医学类,妇幼保健医学,妇幼保健、疾病预防、健康指导、妇幼数据分析、妇幼保健软件应用
医学,公共卫生与预防医学类,卫生监督,卫生法规应用、监督检查、违法处置、监督数据分析、卫生监督软件应用
医学,公共卫生与预防医学类,全球健康学,全球健康监测、国际卫生合作、健康政策分析、全球健康软件应用
医学,公共卫生与预防医学类,运动与公共健康,运动健康监测、健身指导、运动损伤预防、健康数据分析、运动健康软件应用
医学,中医学类,中医学,中医诊断、中药应用、针灸治疗、病历书写、中医软件应用（中医诊疗系统）
医学,中医学类,针灸推拿学,针灸操作、推拿治疗、经络辨证、针灸推拿软件应用、康复指导
医学,中医学类,藏医学,藏医诊断、藏药应用、藏医治疗、病历书写、藏医学软件应用
医学,中医学类,蒙医学,蒙医诊断、蒙药应用、蒙医治疗、病历书写、蒙医学软件应用
医学,中医学类,维医学,维医诊断、维药应用、维医治疗、病历书写、维医学软件应用
医学,中医学类,壮医学,壮医诊断、壮药应用、壮医治疗、病历书写、壮医学软件应用
医学,中医学类,哈医学,哈医诊断、哈药应用、哈医治疗、病历书写、哈医学软件应用
医学,中医学类,傣医学,傣医诊断、傣药应用、傣医治疗、病历书写、傣医学软件应用
医学,中医学类,回医学,回医诊断、回药应用、回医治疗、病历书写、回医学软件应用
医学,中医学类,中医康复学,中医康复诊断、康复治疗、康复方案设计、康复软件应用、康复指导
医学,中医学类,中医养生学,中医养生诊断、养生方案设计、养生指导、养生软件应用、健康管理
医学,中医学类,中医儿科学,儿科中医诊断、治疗、儿童保健、病历书写、中医儿科软件应用
医学,中医学类,中医骨伤科学,骨伤诊断、复位治疗、中药应用、病历书写、中医骨伤软件应用
医学,中西医结合类,中西医临床医学,中西医诊断、中西医结合治疗、手术操作、病历书写、中西医软件应用
医学,药学类,药学,药物研发、药物分析、制剂工艺、药品质量检测、药学软件应用（ChemDraw）
医学,药学类,药物制剂,制剂设计、生产工艺、质量检测、制剂研发、制剂软件应用（PharmCAD）
医学,药学类,临床药学,临床用药指导、药物监测、处方审核、临床数据分析、临床药学软件应用
医学,药学类,药事管理,药事法规应用、药品管理、药品流通、药事数据分析、药事管理软件应用
医学,药学类,药物分析,药物检测、分析方法开发、数据分析、检测软件应用、药物质量评估
医学,药学类,药物化学,药物合成、结构分析、药物研发、化学软件应用（Gaussian）、药物优化
医学,药学类,海洋药学,海洋药物研发、提取工艺、质量检测、海洋药学分析、海洋药学软件应用
医学,药学类,化妆品科学与技术,化妆品研发、配方设计、质量检测、功效评估、化妆品软件应用
医学,药学类,药物经济与管理,药物经济分析、药品管理、医保政策应用、数据分析、药物经济软件应用
医学,中药学类,中药学,中药鉴定、中药炮制、中药制剂、中药研发、中药学软件应用（中药方剂系统）
医学,中药学类,中药资源与开发,中药资源调查、提取工艺、质量检测、资源管理、中药软件应用
医学,中药学类,藏药学,藏药鉴定、炮制、制剂、研发、藏药学软件应用
医学,中药学类,蒙药学,蒙药鉴定、炮制、制剂、研发、蒙药学软件应用
医学,中药学类,中药制药,中药制剂工艺、生产管理、质量检测、中药研发、中药制药软件应用
医学,中药学类,中草药栽培与鉴定,中草药种植、鉴定、加工、质量检测、中草药软件应用
医学,法医学类,法医学,法医鉴定、尸体解剖、物证分析、鉴定报告撰写、法医学软件应用（ImageJ）
医学,医学技术类,医学检验技术,医学检验、数据分析、检验设备操作、检验报告撰写、检验软件应用（LIS）
医学,医学技术类,医学实验技术,医学实验设计、实验操作、数据分析、实验报告撰写、实验软件应用
医学,医学技术类,医学影像技术,影像设备操作、影像检查、影像处理、报告撰写、影像软件应用（PACS）
医学,医学技术类,眼视光学,视力检测、屈光矫正、视功能训练、眼镜配制、眼视光软件应用
医学,医学技术类,康复治疗学,康复评估、治疗技术、康复方案设计、康复软件应用、康复指导
医学,医学技术类,口腔医学技术,口腔修复、义齿制作、口腔模型设计、口腔技术应用、口腔软件应用（CAD/CAM）
医学,医学技术类,卫生检验与检疫,卫生检测、检疫技术、数据分析、报告撰写、检测软件应用
医学,医学技术类,听力与言语康复学,听力检测、言语评估、康复治疗、康复方案设计、康复软件应用
医学,医学技术类,康复物理治疗,物理治疗评估、治疗技术、康复方案设计、物理治疗软件应用、康复指导
医学,医学技术类,康复作业治疗,作业治疗评估、治疗技术、康复方案设计、作业治疗软件应用、康复指导
医学,医学技术类,智能医学工程,智能医疗设备开发、医疗数据分析、AI诊断、智能监测、智能医学软件应用
医学,医学技术类,生物医药数据科学,生物医药数据采集、数据分析、数据可视化、数据安全、生物医药软件应用
医学,医学技术类,智能影像工程,智能影像设备开发、影像数据分析、AI诊断、智能监测、智能影像软件应用
医学,医学技术类,医工学,医疗工程设计、医疗设备开发、设备调试、医疗数据分析、医工软件应用
医学,医学技术类,医疗器械与装备工程,医疗器械设计、装备开发、设备调试、质量检测、医疗器械软件应用
医学,医学技术类,健康与医疗保障,健康管理、医保政策应用、保障方案设计、数据分析、健康保障软件应用
医学,医学技术类,老年医学与健康,老年健康评估、健康管理、康复指导、数据分析、老年健康软件应用
医学,护理学类,护理学,护理操作、病情观察、护理文书书写、健康教育、护理软件应用（护理信息系统）
医学,护理学类,助产学,助产操作、产科护理、母婴保健、助产文书书写、助产软件应用
管理学,管理科学与工程类,管理科学,管理模型构建、数据分析、决策优化、管理软件应用（MATLAB）、管理方案设计
管理学,管理科学与工程类,信息管理与信息系统,信息系统设计、数据管理、系统开发、信息分析、信息管理软件应用（ERP）
管理学,管理科学与工程类,工程管理,工程项目管理、成本控制、进度管理、工程软件应用（Primavera P6）、工程决策
管理学,管理科学与工程类,房地产开发与管理,房地产项目开发、营销管理、物业管理、房地产数据分析、房地产软件应用
管理学,管理科学与工程类,工程造价,工程计价、成本核算、预算编制、造价软件应用（广联达）、造价审核
管理学,管理科学与工程类,保密管理,保密法规应用、保密方案设计、保密监测、保密管理、保密软件应用
管理学,管理科学与工程类,邮政管理,邮政运营管理、邮政网络优化、邮政数据分析、邮政软件应用、邮政服务管理
管理学,管理科学与工程类,大数据管理与应用,大数据采集、数据分析、数据可视化、数据管理、大数据软件应用（Hadoop）
管理学,管理科学与工程类,工程审计,工程审计、财务审核、审计报告撰写、审计软件应用、审计法规应用
管理学,管理科学与工程类,计算金融,金融计算、风险评估、投资分析、计算金融软件应用（MATLAB）、金融决策
管理学,管理科学与工程类,应急管理,应急方案设计、应急处置、应急管理、应急数据分析、应急软件应用
管理学,工商管理类,工商管理,企业管理、营销策划、人力资源管理、财务分析、工商管理软件应用（ERP）
管理学,工商管理类,市场营销,市场调研、营销策划、品牌推广、营销数据分析、营销软件应用（CRM）
管理学,工商管理类,会计学,会计核算、财务报表编制、税务处理、会计软件应用（用友/金蝶）、财务分析
管理学,工商管理类,财务管理,财务预算、资金管理、投融资决策、财务分析、财务软件应用（SAP）
管理学,工商管理类,国际商务,跨境贸易管理、国际营销、外贸流程、国际商务软件应用、跨境结算
管理学,工商管理类,人力资源管理,人力资源规划、招聘、培训、绩效评估、HR软件应用（SAP HR）
管理学,工商管理类,审计学,审计核算、审计报告撰写、内控评估、审计软件应用（ACL）、审计法规应用
管理学,工商管理类,资产评估,资产估值、评估报告撰写、评估法规应用、评估软件应用、资产评估分析
管理学,工商管理类,物业管理,物业运营管理、设施维护、客户服务、物业数据分析、物业软件应用
管理学,工商管理类,文化产业管理,文化项目策划、产业运营、文化营销、文化数据分析、文化产业软件应用
管理学,工商管理类,劳动关系,劳动合同管理、薪酬设计、劳动纠纷处理、劳动关系软件应用、劳动法规应用
管理学,工商管理类,体育经济与管理,体育项目策划、体育营销、体育产业管理、体育数据分析、体育管理软件应用
管理学,工商管理类,财务会计教育,会计教学、课程设计、技能培训、教学评估、会计软件应用
管理学,工商管理类,市场营销教育,营销教学、课程设计、技能培训、教学评估、营销软件应用
管理学,工商管理类,零售业管理,零售运营管理、库存管理、营销策划、零售数据分析、零售软件应用（POS）
管理学,工商管理类,创业管理,创业项目策划、融资、运营管理、创业数据分析、创业软件应用
管理学,工商管理类,海关稽查,海关法规应用、稽查方案设计、稽查数据分析、稽查报告撰写、海关软件应用
管理学,工商管理类,内部审计,内部审计、内控评估、审计报告撰写、审计软件应用、内部审计法规应用
管理学,农业经济管理类,农林经济管理,农林项目管理、产业分析、政策应用、农林数据分析、农林管理软件应用
管理学,农业经济管理类,农村区域发展,农村规划、产业开发、政策应用、农村数据分析、农村发展软件应用
管理学,农业经济管理类,乡村治理,乡村治理方案设计、政策应用、治理数据分析、乡村管理、乡村治理软件应用
管理学,公共管理类,公共事业管理,公共项目管理、政策应用、公共服务、公共数据分析、公共管理软件应用
管理学,公共管理类,行政管理,行政办公、政策应用、公文处理、行政数据分析、行政软件应用
管理学,公共管理类,劳动与社会保障,社保政策应用、社保管理、薪酬设计、社保数据分析、社保软件应用
管理学,公共管理类,土地资源管理,土地规划、土地评估、土地管理、土地数据分析、土地软件应用（GIS）
管理学,公共管理类,城市管理,城市规划、城市服务、城市数据分析、城市管理软件应用、城市法规应用
管理学,公共管理类,海关管理,海关法规应用、通关管理、海关数据分析、海关软件应用、海关监管
管理学,公共管理类,交通管理,交通法规应用、交通管理、交通数据分析、交通软件应用、交通服务
管理学,公共管理类,海事管理,海事法规应用、海事管理、海事数据分析、海事软件应用、海事服务
管理学,公共管理类,公共关系学,公关策划、危机处理、品牌推广、公关数据分析、公关软件应用
管理学,公共管理类,健康服务与管理,健康管理、健康服务、健康数据分析、健康软件应用、健康政策应用
管理学,公共管理类,海警后勤管理,后勤保障、物资管理、后勤数据分析、后勤软件应用、后勤服务
管理学,公共管理类,医疗产品管理,医疗产品运营、质量管理、营销策划、医疗数据分析、医疗软件应用
管理学,公共管理类,医疗保险,医保政策应用、医保管理、医保数据分析、医保软件应用、医保服务
管理学,公共管理类,养老服务管理,养老服务、养老管理、养老数据分析、养老软件应用、养老政策应用
管理学,公共管理类,海关检验检疫安全,检验检疫法规应用、安全监管、数据分析、检验检疫软件应用、安全服务
管理学,公共管理类,海外安全管理,海外安全风险评估、安全方案设计、安全管理、安全数据分析、安全软件应用
管理学,公共管理类,自然资源登记与管理,资源登记、资源管理、资源数据分析、资源软件应用（GIS）、资源法规应用
管理学,公共管理类,慈善管理,慈善项目策划、资金管理、慈善服务、慈善数据分析、慈善软件应用
管理学,公共管理类,航空安防管理,航空安防法规应用、安防管理、安防数据分析、安防软件应用、安防服务
管理学,公共管理类,无障碍管理,无障碍设施管理、无障碍服务、无障碍数据分析、无障碍软件应用、无障碍政策应用
管理学,公共管理类,人才发展与管理,人才规划、人才培训、人才评估、人才数据分析、人才管理软件应用
管理学,图书情报与档案管理类,图书馆学,图书分类、读者服务、图书馆管理、图书数据分析、图书馆软件应用（ILAS）
管理学,图书情报与档案管理类,档案学,档案整理、档案管理、档案利用、档案数据分析、档案软件应用（档案管理系统）
管理学,图书情报与档案管理类,信息资源管理,信息资源整合、信息管理、信息服务、信息数据分析、信息管理软件应用
管理学,物流管理与工程类,物流管理,物流规划、仓储管理、运输调度、物流数据分析、物流软件应用（WMS）
管理学,物流管理与工程类,物流工程,物流系统设计、物流设施规划、物流优化、物流数据分析、物流软件应用（FlexSim）
管理学,物流管理与工程类,采购管理,采购策划、供应商管理、采购数据分析、采购软件应用、采购法规应用
管理学,物流管理与工程类,供应链管理,供应链规划、库存管理、供应链优化、供应链数据分析、供应链软件应用（SAP SCM）
管理学,工业工程类,工业工程,生产流程优化、效率提升、质量控制、工业数据分析、工业软件应用（IE软件）
管理学,工业工程类,标准化工程,标准制定、标准应用、标准化管理、标准化数据分析、标准化软件应用
管理学,工业工程类,质量管理工程,质量控制、质量检测、质量体系构建、质量数据分析、质量软件应用（SPC）
管理学,电子商务类,电子商务,电商运营、网络营销、电商数据分析、电商软件应用（淘宝/京东后台）、电商物流
管理学,电子商务类,电子商务及法律,电商运营、电商法规应用、法律维权、电商数据分析、电商软件应用
管理学,电子商务类,跨境电子商务,跨境电商运营、跨境物流、跨境支付、跨境数据分析、跨境电商软件应用
管理学,旅游管理类,旅游管理,旅游策划、景区管理、旅游服务、旅游数据分析、旅游软件应用（OTA平台）
管理学,旅游管理类,酒店管理,酒店运营、客户服务、酒店营销、酒店数据分析、酒店软件应用（PMS）
管理学,旅游管理类,会展经济与管理,会展策划、会展运营、会展营销、会展数据分析、会展软件应用
管理学,旅游管理类,旅游管理与服务教育,旅游教学、课程设计、技能培训、教学评估、旅游软件应用
管理学,旅游管理类,国际邮轮管理,邮轮运营、客户服务、邮轮营销、邮轮数据分析、邮轮软件应用
艺术学,艺术学理论类,艺术史论,艺术史研究、艺术理论分析、艺术批评、艺术文献解读、艺术史软件应用
艺术学,艺术学理论类,艺术管理,艺术项目策划、艺术营销、艺术机构管理、艺术数据分析、艺术管理软件应用
艺术学,艺术学理论类,非物质文化遗产保护,非遗调查、保护方案设计、非遗传承、非遗数据分析、非遗软件应用
艺术学,音乐与舞蹈学类,音乐表演,乐器演奏、声乐演唱、舞台表演、音乐表达、音乐软件应用（Logic Pro）
艺术学,音乐与舞蹈学类,音乐学,音乐理论研究、音乐教育、音乐分析、音乐文献解读、音乐软件应用
艺术学,音乐与舞蹈学类,作曲与作曲技术理论,作曲、配器、音乐制作、作曲软件应用（Cubase）、音乐创新
艺术学,音乐与舞蹈学类,舞蹈表演,舞蹈技巧、舞台表演、舞蹈表达、舞蹈编排、舞蹈软件应用
艺术学,音乐与舞蹈学类,舞蹈学,舞蹈理论研究、舞蹈教育、舞蹈分析、舞蹈文献解读、舞蹈软件应用
艺术学,音乐与舞蹈学类,舞蹈编导,舞蹈编排、创意设计、舞蹈制作、编导软件应用、舞蹈创新
艺术学,音乐与舞蹈学类,舞蹈教育,舞蹈教学、课程设计、技能培训、教学评估、舞蹈软件应用
艺术学,音乐与舞蹈学类,航空服务艺术与管理,航空服务、礼仪表演、服务管理、航空软件应用、航空服务艺术
艺术学,音乐与舞蹈学类,流行音乐,流行音乐演唱、乐器演奏、音乐制作、流行音乐软件应用（FL Studio）、流行音乐创新
艺术学,音乐与舞蹈学类,音乐治疗,音乐治疗评估、治疗方案设计、音乐应用、治疗软件应用、治疗指导
艺术学,音乐与舞蹈学类,流行舞蹈,流行舞蹈技巧、舞台表演、舞蹈编排、流行舞蹈软件应用、流行舞蹈创新
艺术学,音乐与舞蹈学类,音乐教育,音乐教学、课程设计、技能培训、教学评估、音乐软件应用
艺术学,音乐与舞蹈学类,冰雪舞蹈表演,冰雪舞蹈技巧、舞台表演、舞蹈编排、冰雪舞蹈创新、舞蹈软件应用
艺术学,音乐与舞蹈学类,舞蹈治疗,舞蹈治疗评估、治疗方案设计、舞蹈应用、治疗软件应用、治疗指导
艺术学,音乐与舞蹈学类,音乐科技,音乐技术开发、音乐制作、音乐软件应用、音乐科技创新、音乐数据分析
艺术学,戏剧与影视学类,表演,影视表演、舞台表演、角色塑造、表演技巧、表演软件应用（后期制作）
艺术学,戏剧与影视学类,戏剧学,戏剧理论研究、戏剧评论、戏剧文献解读、戏剧分析、戏剧软件应用
艺术学,戏剧与影视学类,电影学,电影理论研究、电影评论、电影分析、电影文献解读、电影软件应用
艺术学,戏剧与影视学类,戏剧影视文学,剧本创作、文学改编、影视评论、写作技巧、编剧软件应用（Final Draft）
艺术学,戏剧与影视学类,广播电视编导,节目策划、编导、后期制作、编导软件应用（PR/AE）、创意设计
艺术学,戏剧与影视学类,戏剧影视导演,导演创作、镜头语言、现场调度、导演软件应用、导演创新
艺术学,戏剧与影视学类,戏剧影视美术设计,美术设计、场景搭建、造型设计、设计软件应用（PS/3D Max）、创意设计
艺术学,戏剧与影视学类,录音艺术,音频录制、混音、音效设计、录音软件应用（Pro Tools）、音频创新
艺术学,戏剧与影视学类,播音与主持艺术,播音主持、语言表达、节目策划、播音软件应用、主持创新
艺术学,戏剧与影视学类,动画,动画制作、角色设计、场景设计、动画软件应用（Maya/Animate）、动画创新
艺术学,戏剧与影视学类,影视摄影与制作,影视拍摄、摄影技巧、后期制作、摄影软件应用（PR/AE）、影视创新
艺术学,戏剧与影视学类,影视技术,影视技术开发、设备操作、后期制作、影视软件应用、技术创新
艺术学,戏剧与影视学类,戏剧教育,戏剧教学、课程设计、技能培训、教学评估、戏剧软件应用
艺术学,戏剧与影视学类,曲艺,曲艺表演、剧本创作、曲艺技巧、曲艺创新、曲艺软件应用
艺术学,戏剧与影视学类,音乐剧,音乐剧表演、歌舞编排、剧本创作、音乐剧创新、音乐剧软件应用
艺术学,戏剧与影视学类,数字戏剧,数字戏剧创作、技术应用、后期制作、数字软件应用、数字创新
艺术学,戏剧与影视学类,数字演艺设计,演艺设计、技术应用、后期制作、数字软件应用、演艺创新
艺术学,戏剧与影视学类,智能影像艺术,智能影像创作、AI技术应用、后期制作、智能软件应用、影像创新
艺术学,美术学类,美术学,美术创作、美术理论、美术批评、美术软件应用（PS/Procreate）、美术创新
艺术学,美术学类,绘画,绘画创作、绘画技巧、色彩运用、绘画软件应用、绘画创新
艺术学,美术学类,雕塑,雕塑创作、雕塑技巧、材料应用、雕塑软件应用（ZBrush）、雕塑创新
艺术学,美术学类,摄影,摄影创作、摄影技巧、后期处理、摄影软件应用（LR/PS）、摄影创新
艺术学,美术学类,书法学,书法创作、书法技巧、碑帖研究、书法软件应用、书法创新
艺术学,美术学类,中国画,国画创作、笔墨技巧、构图设计、国画软件应用、国画创新
艺术学,美术学类,实验艺术,实验艺术创作、材料应用、创意设计、实验软件应用、艺术创新
艺术学,美术学类,跨媒体艺术,跨媒体创作、技术应用、创意设计、跨媒体软件应用、艺术创新
艺术学,美术学类,文物保护与修复,文物修复、保护技术、材料应用、修复软件应用、文物创新
艺术学,美术学类,漫画,漫画创作、角色设计、分镜设计、漫画软件应用（SAI/PS）、漫画创新
艺术学,美术学类,纤维艺术,纤维艺术创作、材料应用、创意设计、纤维软件应用、艺术创新
艺术学,美术学类,科技艺术,科技艺术创作、技术应用、创意设计、科技软件应用、艺术创新
艺术学,美术学类,美术教育,美术教学、课程设计、技能培训、教学评估、美术软件应用
艺术学,美术学类,虚拟空间艺术,虚拟空间设计、技术应用、创意设计、虚拟软件应用（Unity/Unreal）、艺术创新
艺术学,设计学类,艺术设计学,设计理论、设计批评、设计分析、设计软件应用、设计创新
艺术学,设计学类,视觉传达设计,视觉设计、创意创作、设计软件应用（PS/AI）、设计创新、品牌设计
艺术学,设计学类,环境设计,环境设计、空间规划、设计软件应用（CAD/3D Max）、设计创新、景观设计
艺术学,设计学类,产品设计,产品设计、创意创作、设计软件应用（Rhino/KeyShot）、设计创新、用户体验设计
艺术学,设计学类,服装与服饰设计,服装设计、创意创作、设计软件应用（AI/CAD）、设计创新、服饰搭配
艺术学,设计学类,公共艺术,公共艺术创作、创意设计、材料应用、艺术创新、公共空间设计
艺术学,设计学类,工艺美术,工艺创作、技艺传承、材料应用、工艺创新、工艺软件应用
艺术学,设计学类,数字媒体艺术,数字艺术创作、创意设计、数字软件应用（AE/Unity）、艺术创新、交互设计
艺术学,设计学类,艺术与科技,艺术科技创作、技术应用、创意设计、科技软件应用、艺术创新
艺术学,设计学类,陶瓷艺术设计,陶瓷设计、工艺创作、材料应用、陶瓷创新、陶瓷软件应用
艺术学,设计学类,新媒体艺术,新媒体创作、技术应用、创意设计、新媒体软件应用、艺术创新
艺术学,设计学类,包装设计,包装设计、创意创作、设计软件应用（AI/CAD）、设计创新、包装工艺
艺术学,设计学类,珠宝首饰设计与工艺,珠宝设计、工艺创作、材料应用、珠宝创新、珠宝软件应用（Rhino/JewelCAD）
艺术学,设计学类,人居设计,人居空间设计、创意创作、设计软件应用（CAD/3D Max）、设计创新、空间规划
艺术学,设计学类,游戏艺术设计,游戏设计、角色/场景设计、设计软件应用（3D Max/Unity）、设计创新、游戏体验设计
